Title,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Read,Random Book,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Blue Highways,Suzanne Collins,,,,,False,,,,,,,,,,Blue Highways
"Blue Hour, The",Carson McCullers,1951,American,english,160-176,False,,,,,,,,,,The Blue Hour
Blue Lightning,John Davidson,1894,British,english,,False,,,,,,,,,,Blue Lightning
"Blue Lotus, The",José Saramago,1982,Portuguese,portuguese,300-400,False,,,,,,,,,,The Blue Lotus
Blue Mars,Stefan Zweig,1946,Austrian,german,,False,,,,,,,,,,Blue Mars
Blue of Noon,Dai Sijie,2000,Chinese,french,around 200,False,,,,,,,,,,Blue of Noon
"Blue Period: Black Writing in the Early Cold War, The",Lauren Willig,,,,,False,,,,,,,,,,The Blue Period: Black Writing in the Early Cold War
Blue Ruin,Parini Shroff,,,,,False,,,,,,,,,,Blue Ruin
Blue Sisters,Donald E. Westlake,1972,American,english,,False,,,,,,,,,,Blue Sisters
"Blue Sword, The",Par Lagerkvist,1950,Swedish,swedish,100-200,False,,,,,,,,,,The Blue Sword
"Bluebird, Bluebird",,,,,,,,,,,,,,,,"Bluebird, Bluebird"
Body High,,,,,,,,,,,,,,,,Body High
Body Of Glass,,,,,,,,,,,,,,,,Body Of Glass
"Bodyguard, The",,,,,,,,,,,,,,,,The Bodyguard
Bohemian Lights,,,,,,,,,,,,,,,,Bohemian Lights
Bold As Love,Anthony Trollope,1857,British,english,200-600,False,,,,,,,,,,Bold As Love
Bomarzo,Brian D. Anderson,,,,,False,,,,,,,,,,Bomarzo
"Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War, The",,,,,,,,,,,,,,,,"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War"
"Bombshell (Hell's Belles, #1)",,,,,,,,,,,,,,,,"Bombshell (Hell's Belles, #1)"
"Bone Clocks, The",Zaharia Stancu,1948,Romanian,romanian,,False,,,,,,,,,,The Bone Clocks
"Bone Collector, The",,,,,,False,,,,,,,,,,The Bone Collector
Bone Gap,Mordecai Richler,1997,Canadian,english,400-500,False,,,,,,,,,,Bone Gap
"Bone is Pointed, The",,,,,,False,,,,,,,,,,The Bone is Pointed
"Bone Key, The",Italo Calvino,1957,Italian,italian,200-300,True,,,,,,,,,,The Bone Key
"Bone Maker, The",Neal Stephenson,2003,American,english,3000-3700,False,,,,,,,,,,The Bone Maker
"Bone People, The",Lois McMaster Bujold,1991,American,english,384,False,,,,,,,,,,The Bone People
"Bone Shard Daughter (The Drowning Empire, #1), The",Norm Macdonald,2016,Canadian,english,256,False,,,,,,,,,,"The Bone Shard Daughter (The Drowning Empire, #1)"
"Bonesetter's Daughter, The",Dorothy Allison,1992,American,english,320,False,,,,,,,,,,The Bonesetter's Daughter
Boneshaker,Torgny Lindgren,1984,Swedish,,,False,,,,,,,,,,Boneshaker
Bonfire of the Vanities,James M. McPherson,1988,American,english,800-900,False,,,,,,,,,,Bonfire of the Vanities
Bonjour Tristesse,Jacob A. Riis,1902,Danish,english,,False,,,,,,,,,,Bonjour Tristesse
Book Lovers,Emily Henry,,,,,False,,,,,,,,,,Book Lovers
Book Lust,Katherine Arden,2017,American,english,323-349,False,,,,,,,,,,Book Lust
"Book of Accidents, The",Rafi Zabor,1997,American,english,400-500,False,,,,,,,,,,The Book of Accidents
"Book of Bill, The",Andrew Krivak,,,,,False,,,,,,,,,,The Book of Bill
"Book of Cold Cases, The",Margaret Millar,1955,Canadian,english,,False,,,,,,,,,,The Book of Cold Cases
"Book of Daniel, The",Nicholas Blake,1938,British,english,,False,,,,,,,,,,The Book of Daniel
Book of Disquiet,Ring Lardner,1929,American,english,300-400,False,,,,,,,,,,Book of Disquiet
"Book of Doors, The",Tochi Onyebuchi,2017,American,english,300-350,False,,,,,,,,,,The Book of Doors
"Book Of Evidence, The",Charlotte Jay,1952,Australian,english,,False,,,,,,,,,,The Book Of Evidence
"Book Of Joe, The",F. Scott Fitzgerald,1922,American,english,448,False,,,,,,,,,,The Book Of Joe
"Book of Longings, The",Qian Julie Wang,,,,,False,,,,,,,,,,The Book of Longings
"Book of Lost Friends, The",,,,,,,,,,,,,,,,The Book of Lost Friends
"Book of Lost Names, The",,,,,,,,,,,,,,,,The Book of Lost Names
"Book of Moods: How I Turned My Worst Emotions Into My Best Life, The",,,,,,,,,,,,,,,,The Book of Moods: How I Turned My Worst Emotions Into My Best Life
"Book of Night (Book of Night, #1)",,,,,,,,,,,,,,,,"Book of Night (Book of Night, #1)"
"Book Of Ptath, The",,,,,,,,,,,,,,,,The Book Of Ptath
"Book Of Questions, The",Sally Rooney,,,,,False,,,,,,,,,,The Book Of Questions
"Book of Strange New Things, The",Yasunari Kawabata,1964,Japanese,japanese,206,False,,,,,,,,,,The Book of Strange New Things
"Book of the City of Ladies, The",Eka Kurniawan,2002,Indonesian,indonesian,400-500,False,,,,,,,,,,The Book of the City of Ladies
"Book of the New Sun, The",Marie-Helene Bertino,,,,,False,,,,,,,,,,The Book of the New Sun
"Book of Two Ways, The",,,,,,False,,,,,,,,,,The Book of Two Ways
"Book of V., The",,,,,,,,,,,,,,,,The Book of V.
"Book Thief, The",,,,,,,,,,,,,,,,The Book Thief
Book Title,,,,,,,,,,,,,,,,Book Title
"Book With No Pictures, The",Carlo Cassola,1960,Italian,italian,,False,,,,,,,,,,The Book With No Pictures
"Book Woman's Daughter (The Book Woman of Troublesome Creek, #2), The",Joyce Carol Oates,1990,American,english,405,False,,,,,,,,,,"The Book Woman's Daughter (The Book Woman of Troublesome Creek, #2)"
"Book-Dealer Who Ceased Bathing, The",John Updike,1982,American,english,208,False,,,,,,,,,,The Book-Dealer Who Ceased Bathing
"Bookbinder of Jericho, The",Carl Safina,,,,,False,,,,,,,,,,The Bookbinder of Jericho
"Books & Broadswords, Volume One",Vladimir Mayakovsky,1920,Russian,russian,,False,,,,,,,,,,"Books & Broadswords, Volume One"
Books of Blood,Richard Fariña,1966,American,english,365,False,,,,,,,,,,Books of Blood
"Bookshop of Hidden Dreams (Dove Pond, #4), The",Ludwig van Beethoven,1866,German,german,,False,,,,,,,,,,"The Bookshop of Hidden Dreams (Dove Pond, #4)"
"Bookshop: A History of the American Bookstore, The",Ian Pisarcik,,,,,False,,,,,,,,,,The Bookshop: A History of the American Bookstore
"Bookshops & Bonedust (Legends & Lattes, #0)",Nicole Deese,,,,,False,,,,,,,,,,"Bookshops & Bonedust (Legends & Lattes, #0)"
"Bookstore Wedding (The Once Upon a Time Bookshop, #2), The",Kennedy Ryan,,,,,False,,,,,,,,,,"The Bookstore Wedding (The Once Upon a Time Bookshop, #2)"
"Bootlegger's Daughter, The",Angela Thirkell,1939,British,english,,False,,,,,,,,,,The Bootlegger's Daughter
"Border, The",Katherine Boo,2012,American,english,256,False,,,,,,,,,,The Border
Born of Gilded Mountains,Kate Atkinson,1995,British,english,320-400,False,,,,,,,,,,Born of Gilded Mountains
"Borrowed Hills, The",,,,,,,,,,,,,,,,The Borrowed Hills
Borstal Boy,,,,,,,,,,,,,,,,Borstal Boy
Bosnian Chronicle,Jean Paul Sartre,1943,French,french,700-800,False,,,,,,,,,,Bosnian Chronicle
Boss of Her,Martin Heidegger,1927,German,german,488,False,,,,,,,,,,Boss of Her
Boston (Saadi),"Stephen King, Kevin Kenerly",1982,American,english,300-400,False,,,,,,,,,,Boston (Saadi)
"Bottle Factory Outing, The",Ann Patchett,2001,American,english,300-400,False,,,,,,,,,,The Bottle Factory Outing
"Bourne Identity, The",David Eddings,1982,American,english,300-500,False,,,,,,,,,,The Bourne Identity
Bouvard et Pécuchet,Tahereh Mafi,,,,,False,,,,,,,,,,Bouvard et Pécuchet
"Box Man, The",Lancelot Schaubert,,,,,False,,,,,,,,,,The Box Man
"Boy of Chaotic Making (Whimbrel House, #3)",Sylvia Plath,1963,American,english,200-300,False,,,,,,,,,,"Boy of Chaotic Making (Whimbrel House, #3)"
Boy Parts,Iris Murdoch,1958,British,english,200-300,False,,,,,,,,,,Boy Parts
"Boy Who Cried Bear (Haven's Rock, #2), The",Albert Cohen,1968,Swiss,french,800-1000,False,,,,,,,,,,"The Boy Who Cried Bear (Haven's Rock, #2)"
"Boy, Snow, Bird",Louis Aragon,1934,French,french,,False,,,,,,,,,,"Boy, Snow, Bird"
Boy's Life,Georges Simenon,1963,Belgian,french,,False,,,,,,,,,,Boy's Life
Boyfriend Material,Toni Morrison,1987,American,english,275-350,False,,,,,,,,,,Boyfriend Material
"Boyfriend Material (London Calling, #1)",Ali Hazelwood,,,,,False,,,,,,,,,,"Boyfriend Material (London Calling, #1)"
Boyz Rule,Lew Wallace,1880,American,english,200-700,False,,,,,,,,,,Boyz Rule
Brat,,,,,,,,,,,,,,,,Brat
Brat Farrar,,,,,,,,,,,,,,,,Brat Farrar
Brave New World,,,,,,,,,,,,,,,,Brave New World
Bread Givers,,,,,,,,,,,,,,,,Bread Givers
"Break Your Glass Slippers (You Are Your Own Fairy Tale, #1)",Alfred Döblin,1929,German,german,200-600,False,,,,,,,,,,"Break Your Glass Slippers (You Are Your Own Fairy Tale, #1)"
"Break-Up Pact, The",Peter Lovesey,1987,British,english,,False,,,,,,,,,,The Break-Up Pact
"Breakaway (Beyond the Play, #2)",Souvankham Thammavongsa|(Editor),,,,,False,,,,,,,,,,"Breakaway (Beyond the Play, #2)"
Breakfast of Champions,David Sedaris,,,,,False,,,,,,,,,,Breakfast of Champions
"Breath Between Waves, The",Langston Hughes,1961,American,english,,False,,,,,,,,,,The Breath Between Waves
Breath: The New Science of a Lost Art,H. G. Wells,1933,British,english,,False,,,,,,,,,,Breath: The New Science of a Lost Art
"Briar Club, The",,,,,,False,,,,,,,,,,The Briar Club
Briar Rose,Manuel Puig,1968,Argentinian,spanish,,False,,,,,,,,,,Briar Rose
"Briarmen, The",Lynn Painter,,,,,False,,,,,,,,,,The Briarmen
Brick Lane,Lynn Painter,,,,,False,,,,,,,,,,Brick Lane
Bride,Tiffany McDaniel,,,,,False,,,,,,,,,,Bride
"Bride Price, The",,,,,,,,,,,,,,,,The Bride Price
"Bride With White Hair, The",,,,,,,,,,,,,,,,The Bride With White Hair
"Brides of High Hill (The Singing Hills Cycle, #5), The",,,,,,,,,,,,,,,,"The Brides of High Hill (The Singing Hills Cycle, #5)"
Brideshead Revisited,,,,,,,,,,,,,,,,Brideshead Revisited
Bridge of Birds,,,,,,,,,,,,,,,,Bridge of Birds
"Bridge of San Luis Rey, The",,,,,,,,,,,,,,,,The Bridge of San Luis Rey
"Bridge of Souls (Cassidy Blake, #3)",,,,,,,,,,,,,,,,"Bridge of Souls (Cassidy Blake, #3)"
"Bridge on the Drina, The",,,,,,,,,,,,,,,,The Bridge on the Drina
"Bridge, The",,,,,,,,,,,,,,,,The Bridge
Bridget Jones's Diary,Ta-Nehisi Coates,2015,American,english,152-176,False,,,,,,,,,,Bridget Jones's Diary
Brief Lives,Suleika Jaouad,,,,,False,,,,,,,,,,Brief Lives
"Brief Wonderous Life of Oscar Wao, The",Ilona Andrews,,,,,False,,,,,,,,,,"Brief Wonderous Life of Oscar Wao, The"
"Brief Wondrous Life of Oscar Wao, The",,,,,,False,,,,,,,,,,The Brief Wondrous Life of Oscar Wao
Briefing For A Descent Into Hell,,,,,,,,,,,,,,,,Briefing For A Descent Into Hell
"Bright Lights, Big City",,,,,,,,,,,,,,,,"Bright Lights, Big City"
"Bright Side Sanctuary for Animals, The",,,,,,,,,,,,,,,,The Bright Side Sanctuary for Animals
"Bright Spot (Sunrise Cove, #5), The",Richard Powers,,,,,False,,,,,,,,,,"The Bright Spot (Sunrise Cove, #5)"
"Bright Sword, The",,,,,,False,,,,,,,,,,The Bright Sword
"Brightness Between Us (The Darkness Outside Us, #2), The",Jordan B. Peterson,,,,,False,,,,,,,,,,"The Brightness Between Us (The Darkness Outside Us, #2)"
Brighton Rock,Laura Spence-Ash,,,,,False,,,,,,,,,,Brighton Rock
Bring The Jubilee,Myeongseok Kang,,,,,False,,,,,,,,,,Bring The Jubilee
Broad and Alien is the World,Tom Felton,,,,,False,,,,,,,,,,Broad and Alien is the World
Broiler,,,,,,,,,,,,,,,,Broiler
Broken,,,,,,,,,,,,,,,,Broken
Broken April,,,,,,,,,,,,,,,,Broken April
Broken Bayou,,,,,,,,,,,,,,,,Broken Bayou
"Broken Bonds (The Bonds that Tie, #1)",Robert A. Heinlein,1942,American,english,241-256,False,,,,,,,,,,"Broken Bonds (The Bonds that Tie, #1)"
"Broken Earth Trilogy, The",,,,,,,,,,,,,,,,The Broken Earth Trilogy
Broken Glass,,,,,,,,,,,,,,,,Broken Glass
"Broken Sword, The",,,,,,,,,,,,,,,,The Broken Sword
Brooklyn,,,,,,,,,,,,,,,,Brooklyn
"Brothers Hawthorne (The Inheritance Games, #4), The",,,,,,,,,,,,,,,,"The Brothers Hawthorne (The Inheritance Games, #4)"
"Brothers Karamazov, The",Roald Dahl,1982,British,english,208,True,,,,,,,,,,The Brothers Karamazov
"Brothers Lionheart, The",Jean Echenoz,1995,French,french,160-200,False,,,,,,,,,,The Brothers Lionheart
Brown Girl In The Ring,George P. Pelecanos,1996,American,english,,False,,,,,,,,,,Brown Girl In The Ring
"Brown Girl, Brownstones",Aminatou Sow,,,,,False,,,,,,,,,,"Brown Girl, Brownstones"
Buddenbrooks,Diane Chamberlain,,,,,False,,,,,,,,,,Buddenbrooks
"Buddha in the Attic, The",Liane Moriarty,2014,Australian,english,460,False,,,,,,,,,,The Buddha in the Attic
Budding Prospects,James Ellroy,1988,American,english,406,False,,,,,,,,,,Budding Prospects
Bug Week & Other Stories,Raymond Chandler,1939,American,english,200-300,False,,,,,,,,,,Bug Week & Other Stories
"Bullet Swallower, The",Jennifer Weiner,,,,,False,,,,,,,,,,The Bullet Swallower
"Bullet That Missed (Thursday Murder Club, #3), The",Jen Beagin,,,,,False,,,,,,,,,,"The Bullet That Missed (Thursday Murder Club, #3)"
Bunt! Striking Out on Financial Aid,Fritz Leiber,1958,American,english,128,False,,,,,,,,,,Bunt! Striking Out on Financial Aid
Bureaucracy,Heinrich Böll,1959,German,german,200-300,False,,,,,,,,,,Bureaucracy
Burger's Daughter,E. L. Doctorow,1989,American,english,323,False,,,,,,,,,,Burger's Daughter
Buried Deep and Other Stories,Frank Richards,1950,British,english,,False,,,,,,,,,,Buried Deep and Other Stories
"Buried Giant, The",Keith Waterhouse,1959,British,english,200-300,False,,,,,,,,,,The Buried Giant
Burma Sahib,Stephen King,,,,,False,,,,,,,,,,Burma Sahib
Burn Book: A Tech Love Story,Nnedi Okorafor,2015,Nigerian,english,90-96,False,,,,,,,,,,Burn Book: A Tech Love Story
"Burning (Kate Burkholder, #16), The",Catherine Lacey,,,,,False,,,,,,,,,,"The Burning (Kate Burkholder, #16)"
"Burning Court, The",Josh Malerman,2014,American,english,262,False,,,,,,,,,,The Burning Court
"Burning Girls, The",G. Willow Wilson,2019,American,english,403,False,,,,,,,,,,The Burning Girls
"Burning God (The Poppy War, #3), The",,,,,,,,,,,,,,,,"The Burning God (The Poppy War, #3)"
"Burning Plain and Other Stories, The",,,,,,,,,,,,,,,,The Burning Plain and Other Stories
Burnt Offerings,,,,,,,,,,,,,,,,Burnt Offerings
Bury My Heart at Wounded Knee,Tarjei Vesaas,1957,Norwegian,norwegian,,False,,,,,,,,,,Bury My Heart at Wounded Knee
Bury Your Dead,Sebastian Faulks,1993,British,english,400-500,False,,,,,,,,,,Bury Your Dead
Bury Your Gays,César Aira,2019,Argentinian,spanish,100-150,False,,,,,,,,,,Bury Your Gays
Buses Are a Comin': Memoir of a Freedom Rider,S.S. Van Dine,1929,American,english,,False,,,,,,,,,,Buses Are a Comin': Memoir of a Freedom Rider
"Businessman, The",Eilís Dillon,1958,Irish,english,,False,,,,,,,,,,The Businessman
Busman’s Honeymoon,Susan Cain,,,,,False,,,,,,,,,,Busman’s Honeymoon
"Butcher and the Wren (Dr. Wren Muller, #1), The",Jianren Wu,1908,Chinese,chinese,300-400,False,,,,,,,,,,"The Butcher and the Wren (Dr. Wren Muller, #1)"
"Butcher Boy, The",,,,,,,,,,,,,,,,The Butcher Boy
"Butcher Game (Dr. Wren Muller, #2), The",,,,,,,,,,,,,,,,"The Butcher Game (Dr. Wren Muller, #2)"
"Butcher of the Forest, The",,,,,,,,,,,,,,,,The Butcher of the Forest
Butterfly Burning,,,,,,,,,,,,,,,,Butterfly Burning
By Any Other Name,,,,,,,,,,,,,,,,By Any Other Name
By the Open Sea,Orhan Pamuk,1990,Turkish,turkish,404,False,,,,,,,,,,By the Open Sea
"Cabin At The End Of The World, The",Amos Oz,1987,Israeli,hebrew,,False,,,,,,,,,,The Cabin At The End Of The World
"Cadaver Of Gideon Wyck, The",Richard Wright,1945,American,english,200-500,False,,,,,,,,,,The Cadaver Of Gideon Wyck
"Cairo Trilogy, The",Lisa Tetzner,1941,German,german,,False,,,,,,,,,,The Cairo Trilogy
Calamity Town,Mateo Askaripour,,,,,False,,,,,,,,,,Calamity Town
Calculated (Calculated #1),Jill Watts,,,,,False,,,,,,,,,,Calculated (Calculated #1)
"Calculating Stars, The",Mike Brooks,,,,,False,,,,,,,,,,The Calculating Stars
"Calcutta Chromosome, The",James Ellroy,1987,American,english,300-400,False,,,,,,,,,,The Calcutta Chromosome
Caliban's War,James Blish,1968,American,english,,False,,,,,,,,,,Caliban's War
Call Home The Heart,Echo Brown,,,,,False,,,,,,,,,,Call Home The Heart
"Call Of Cthulhu, The",Charles Burns,1995,American,english,368,False,,,,,,,,,,The Call Of Cthulhu
Call to Arms,Rebecca West,1941,British,english,1100-1200,False,,,,,,,,,,Call to Arms
Calling for a Blanket Dance,Marlon James,2019,Jamaican,english,620,False,,,,,,,,,,Calling for a Blanket Dance
Calling On Dragons,Richard Morgan,2007,British,english,546,False,,,,,,,,,,Calling On Dragons
Camera Obscura,Sarah Polley,,,,,False,,,,,,,,,,Camera Obscura
Camouflage,Evelyn Waugh,1932,British,english,304,False,,,,,,,,,,Camouflage
Camp Concentration,,,,,,,,,,,,,,,,Camp Concentration
Camp Prodigy,,,,,,,,,,,,,,,,Camp Prodigy
"Campaign of the Marne, The",,,,,,,,,,,,,,,,The Campaign of the Marne
Can the Monster Speak? A Report to an Academy of Psychoanalysts,,,,,,,,,,,,,,,,Can the Monster Speak? A Report to an Academy of Psychoanalysts
Can’t We Talk About Something More Pleasant?,,,,,,,,,,,,,,,,Can’t We Talk About Something More Pleasant?
Canada,Iris Murdoch,1973,British,english,400-480,False,,,,,,,,,,Canada
Cancer Ward,Rebecca Roanhorse,,,,,False,,,,,,,,,,Cancer Ward
Candida,Thomas Harris,1975,American,english,320,False,,,,,,,,,,Candida
Candide,,,,,,,,,,,,,,,,Candide
"Candy House, The",,,,,,,,,,,,,,,,The Candy House
Cannery Row,,,,,,,,,,,,,,,,Cannery Row
"Cannibal, The",,,,,,,,,,,,,,,,The Cannibal
Canturbury Tales,,,,,,,,,,,,,,,,Canturbury Tales
Capital,,,,,,,,,,,,,,,,Capital
Capitalism and Freedom,Neon Yang,2017,Singaporean,english,236,False,,,,,,,,,,Capitalism and Freedom
"Capitalism, Socialism, and Democracy",Joyce Carol Oates,1992,American,english,154,False,,,,,,,,,,"Capitalism, Socialism, and Democracy"
Captain Hornblower R.N.,Attica Locke,2009,American,english,448,False,,,,,,,,,,Captain Hornblower R.N.
"Captive Kingdom (Ascendance, #4), The",Sara Paretsky,2003,American,english,432,False,,,,,,,,,,"The Captive Kingdom (Ascendance, #4)"
"Captive Mind, The",Connie Willis,2010,American,english,1120-1168,False,,,,,,,,,,The Captive Mind
Carbide,Christopher Buehlman,,,,,False,,,,,,,,,,Carbide
Cards of Grief,S.A. Cosby,2020,American,english,304,False,,,,,,,,,,Cards of Grief
"Care and Breeding of Princes, The",Edgar P. Jacobs,1946,Belgian,french,,False,,,,,,,,,,The Care and Breeding of Princes
"Caretaker, The",Elizabeth Taylor,1976,British,english,192,False,,,,,,,,,,The Caretaker
"Carhullan Army, The",Anna-Marie McLemore,2018,American,english,384,False,,,,,,,,,,The Carhullan Army
Carmilla,Barbara Neely,2000,American,english,,False,,,,,,,,,,Carmilla
Carpentaria,Craig Thompson,2003,American,english,582,False,,,,,,,,,,Carpentaria
Carrie,Charles Dickens,1852,British,english,800-1000,False,,,,,,,,,,Carrie
Carrie Soto Is Back,Rudolfo Anaya,1972,American,english,200-300,False,,,,,,,,,,Carrie Soto Is Back
Carry Me Down,Amanda Jenkins,,,,,False,,,,,,,,,,Carry Me Down
"Carry On, Jeeves",Margaret Atwood,2000,Canadian,english,521-637,False,,,,,,,,,,"Carry On, Jeeves"
Carter Beats The Devil,Chester Himes,1969,American,english,,False,,,,,,,,,,Carter Beats The Devil
Cartier's Hope,Ṣādiq Hidāyat,1937,Iranian,persian,100-150,False,,,,,,,,,,Cartier's Hope
"Cartographers, The",Haruki Murakami,2006,Japanese,japanese,384-528,False,,,,,,,,,,The Cartographers
Cartucho And My Mother's Hands,Mircea Cărtărescu,1996,Romanian,romanian,500-600,False,,,,,,,,,,Cartucho And My Mother's Hands
"Cascade Failure (Ambit's Run, #1)",José Saramago,1995,Portuguese,portuguese,300-400,False,,,,,,,,,,"Cascade Failure (Ambit's Run, #1)"
Case Histories,Nathaniel Hawthorne,1852,American,english,,False,,,,,,,,,,Case Histories
"Case of Comrade Tulayev, The",Joyce Carol Oates,2000,American,english,700-800,False,,,,,,,,,,The Case of Comrade Tulayev
"Case of Sergeant Grischa, The",Shelby Mahurin,,,,,False,,,,,,,,,,The Case of Sergeant Grischa
"Case Worker, The",Lana Popović,,,,,False,,,,,,,,,,The Case Worker
Cases,Athol Fugard,1961,South African,english,,False,,,,,,,,,,Cases
"Cask, The",Cormac McCarthy,1985,American,english,300-350,False,,,,,,,,,,The Cask
"Cassandra Complex, The",,,,,,,,,,,,,,,,The Cassandra Complex
Caste: The Origins of Our Discontents,,,,,,,,,,,,,,,,Caste: The Origins of Our Discontents
Castle Gripsholm,,,,,,,,,,,,,,,,Castle Gripsholm
Castle In The Air,,,,,,,,,,,,,,,,Castle In The Air
"Castle of Crossed Destinies, The",Greg Bear,1985,American,english,250-300,False,,,,,,,,,,The Castle of Crossed Destinies
"Castle Of Iron, The",,,,,,,,,,,,,,,,The Castle Of Iron
"Castle of Tangled Magic, The",,,,,,,,,,,,,,,,The Castle of Tangled Magic
"Castle, The",,,,,,,,,,,,,,,,The Castle
Cat and Mouse,,,,,,,,,,,,,,,,Cat and Mouse
Cat Country,,,,,,,,,,,,,,,,Cat Country
"Cat in the Hat, The",,,,,,,,,,,,,,,,The Cat in the Hat
Cat Kid Comic Club,,,,,,,,,,,,,,,,Cat Kid Comic Club
Cat Of Many Tails,,,,,,,,,,,,,,,,Cat Of Many Tails
"Cat, The",John Hawkes,1971,American,,,False,,,,,,,,,,The Cat
Cat's Cradle,Octavia E. Butler,1984,American,english,26-33,False,,,,,,,,,,Cat's Cradle
