Title,System,Year,Played,Rating,Random Game,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Astalon: Tears of the Earth,SWITCH,,FALSE,82,,,,,,,,,,,,,Astalon: Tears of the Earth
Astebreed,PC,,FALSE,86,,,,,,,,,,,,,Astebreed
Astérix & Obélix,,1996,,7.5,,,,,,,,,,,,,Astérix & Obélix
ASTLIBRA Revision,SWITCH,,FALSE,79,,,,,,,,,,,,,ASTLIBRA Revision
Astral Ascent,PC,,FALSE,88,,,,,,,,,,,,,Astral Ascent
Astral Chain,SWITCH,,FALSE,87,,,,,,,,,,,,,Astral Chain
Astro Avenger II,,2008,,7.5,,,,,,,,,,,,,Astro Avenger II
Astro Bot,,2024,FALSE,9.3,,,,,,,,,,,,,Zwei: The Ilvard Insurrection
Astro Bot Rescue Mission,PS4,,FALSE,90,,,,,,,,,,,,,Astro Bot Rescue Mission
Astro Boy: Omega Factor,GBA,,FALSE,85,,,,,,,,,,,,,Astro Boy: Omega Factor
Astro's Playroom,PS5,,FALSE,83,,,,,,,,,,,,,Astro's Playroom
Astrologaster,SWITCH,,FALSE,79,,,,,,,,,,,,,Astrologaster
Astroneer,,2016,,7.5,,,,,,,,,,,,,Astroneer
AstroPop,X360,,FALSE,78,,,,,,,,,,,,,AstroPop
Atelier Arland Series Deluxe Pack,PS4,,FALSE,81,,,,,,,,,,,,,Atelier Arland Series Deluxe Pack
Atelier Ayesha Plus: The Alchemist of Dusk,,2015,,7.5,,,,,,,,,,,,,Atelier Ayesha Plus: The Alchemist of Dusk
Atelier Dusk Trilogy Deluxe Pack,PS4,,FALSE,79,,,,,,,,,,,,,Atelier Dusk Trilogy Deluxe Pack
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,,FALSE,79,,,,,,,,,,,,,Atelier Escha & Logy: Alchemists of the Dusk Sky
Atelier Iris: Eternal Mana,,2004,,7.6,,,,,,,,,,,,,Atelier Iris: Eternal Mana
Atelier Lulua: The Scion of Arland,PS4,,FALSE,78,,,,,,,,,,,,,Atelier Lulua: The Scion of Arland
Atelier Marie Remake: The Alchemist of Salburg,,2023,,7.5,,,,,,,,,,,,,Atelier Marie Remake: The Alchemist of Salburg
Atelier Mysterious Trilogy Deluxe Pack,SWITCH,,FALSE,82,,,,,,,,,,,,,Atelier Mysterious Trilogy Deluxe Pack
Atelier Rorona Plus: The Alchemist of Arland,PS3,,FALSE,80,,,,,,,,,,,,,Atelier Rorona Plus: The Alchemist of Arland
Atelier Ryza 2: Lost Legends & the Secret Fairy,PC,,FALSE,84,,,,,,,,,,,,,Atelier Ryza 2: Lost Legends & the Secret Fairy
Atelier Ryza 3: Alchemist of the End & the Secret Key,PC,,FALSE,85,,,,,,,,,,,,,Atelier Ryza 3: Alchemist of the End & the Secret Key
Atelier Ryza: Ever Darkness & the Secret Hideout,SWITCH,,FALSE,84,,,,,,,,,,,,,Atelier Ryza: Ever Darkness & the Secret Hideout
Atelier Shallie Plus: Alchemists of the Dusk Sea,PS Vita,,FALSE,78,,,,,,,,,,,,,Atelier Shallie Plus: Alchemists of the Dusk Sea
Atelier Shallie: Alchemists of the Dusk Sea,,2014,,7.5,,,,,,,,,,,,,Atelier Shallie: Alchemists of the Dusk Sea
Atelier Sophie 2: The Alchemist of the Mysterious Dream,PC,,FALSE,83,,,,,,,,,,,,,Atelier Sophie 2: The Alchemist of the Mysterious Dream
Atelier Sophie: The Alchemist of the Mysterious Bo...,,2015,,7.6,,,,,,,,,,,,,Atelier Sophie: The Alchemist of the Mysterious Bo...
Athenian Rhapsody,,2024,,8.1,,,,,,,,,,,,,
Atlas Reactor,PC,,FALSE,81,,,,,,,,,,,,,Atlas Reactor
Atom Zombie Smasher,,2011,,7.7,,,,,,,,,,,,,Atom Zombie Smasher
Atomicrops,PC,,FALSE,78,,,,,,,,,,,,,Atomicrops
ATOMIK: RunGunJumpGun,SWITCH,,FALSE,78,,,,,,,,,,,,,ATOMIK: RunGunJumpGun
Attack on Titan 2,,2018,,7.5,,,,,,,,,,,,,Attack on Titan 2
ATV Offroad Fury,PS2,,FALSE,82,,,,,,,,,,,,,ATV Offroad Fury
ATV Offroad Fury 2,PS2,,FALSE,82,,,,,,,,,,,,,ATV Offroad Fury 2
ATV Offroad Fury 3,PS2,,FALSE,78,,,,,,,,,,,,,ATV Offroad Fury 3
Audioshield,,2016,,7.6,,,,,,,,,,,,,Audioshield
AudioSurf,PC,,FALSE,85,,,,,,,,,,,,,AudioSurf
Auditorium,,2009,,7.6,,,,,,,,,,,,,Auditorium
Auditorium HD,PS3,,FALSE,79,,,,,,,,,,,,,Auditorium HD
Aura-Aura Climber,,2010,,7.5,,,,,,,,,,,,,Aura-Aura Climber
Austerlitz: Napoleon's Greatest Victory,PC,,FALSE,78,,,,,,,,,,,,,Austerlitz: Napoleon's Greatest Victory
Autonauts,PC,,FALSE,80,,,,,,,,,,,,,Autonauts
Avernum 2: Crystal Souls,PC,,FALSE,78,,,,,,,,,,,,,Avernum 2: Crystal Souls
Avernum II: Crystal Souls,,2015,,7.6,,,,,,,,,,,,,Avernum II: Crystal Souls
Avernum V,,2007,,7.6,,,,,,,,,,,,,Avernum V
Aveyond,,2006,,7.6,,,,,,,,,,,,,Aveyond
Aviary Attorney,,2015,,7.5,,,,,,,,,,,,,Aviary Attorney
Aviary Attorney: Definitive Edition,SWITCH,,FALSE,81,,,,,,,,,,,,,Aviary Attorney: Definitive Edition
AVICII Invector,XBO,,FALSE,82,,,,,,,,,,,,,AVICII Invector
AVICII Invector Encore Edition,SWITCH,,FALSE,81,,,,,,,,,,,,,AVICII Invector Encore Edition
"Awesome Adventures of Captain Spirit, The",PC,,FALSE,79,,,,,,,,,,,,,The Awesome Adventures of Captain Spirit
Awesomenauts,,2012,,7.5,,,,,,,,,,,,,Awesomenauts
Awesomenauts Assemble!,XBO,,FALSE,81,,,,,,,,,,,,,Awesomenauts Assemble!
Axelay,SNES,1992,FALSE,7.9,,,,,,,,,,,,,Axelay
Axiom Verge,Wii U,,FALSE,89,,,,,,,,,,,,,Axiom Verge
Axiom Verge 2,PC,,FALSE,78,,,,,,,,,,,,,Axiom Verge 2
Azkend 2: The World Beneath,,2012,,7.5,,,,,,,,,,,,,Azkend 2: The World Beneath
Azure Striker Gunvolt 3,SWITCH,,FALSE,80,,,,,,,,,,,,,Azure Striker Gunvolt 3
Azure Striker Gunvolt: Striker Pack,SWITCH,,FALSE,82,,,,,,,,,,,,,Azure Striker Gunvolt: Striker Pack
B-17 Flying Fortress: The Mighty 8th!,PC,,FALSE,82,,,,,,,,,,,,,B-17 Flying Fortress: The Mighty 8th!
Baba Is You,PC,,FALSE,87,,,,,,,,,,,,,Baba Is You
Back 4 Blood,,2021,,7.5,,,,,,,,,,,,,Back 4 Blood
Back to the Future: The Game,,2010,,7.5,,,,,,,,,,,,,Back to the Future: The Game
Back to the Future: The Game - Episode 1: It's Abo...,,2010,,7.7,,,,,,,,,,,,,Back to the Future: The Game - Episode 1: It's Abo...
Backyard Baseball '97,,2024,,7.6,,,,,,,,,,,,,
Bad Apple Wars,PS Vita,,FALSE,78,,,,,,,,,,,,,Bad Apple Wars
Bad Mojo: Redux,,2004,,7.5,,,,,,,,,,,,,Bad Mojo: Redux
Bad North,,2018,,7.6,,,,,,,,,,,,,Bad North
Badass Hero,,2017,,7.6,,,,,,,,,,,,,Badass Hero
Badland: Game of the Year Edition,Wii U,,FALSE,80,,,,,,,,,,,,,Badland: Game of the Year Edition
Bahamut Lagoon,,1996,,7.6,,,,,,,,,,,,,Bahamut Lagoon
Bahnsen Knights,,2023,,7.6,,,,,,,,,,,,,Bahnsen Knights
Balatro,,2024,,9,,,,,,,,,,,,,
Baldur's Gate,PC,,FALSE,91,,,,,,,,,,,,,Baldur's Gate
Baldur's Gate 3,PC,,FALSE,96,,,,,,,,,,,,,Baldur's Gate 3
Baldur's Gate and Baldur's Gate II: Enhanced Editions,PS4,,FALSE,81,,,,,,,,,,,,,Baldur's Gate and Baldur's Gate II: Enhanced Editions
Baldur's Gate II: Enhanced Edition,PC,,FALSE,78,,,,,,,,,,,,,Baldur's Gate II: Enhanced Edition
Baldur's Gate II: Shadows of Amn,PC,,FALSE,95,,,,,,,,,,,,,Baldur's Gate II: Shadows of Amn
Baldur's Gate II: Throne of Bhaal,PC,,FALSE,88,,,,,,,,,,,,,Baldur's Gate II: Throne of Bhaal
Baldur's Gate: Dark Alliance,PS2,,FALSE,87,,,,,,,,,,,,,Baldur's Gate: Dark Alliance
Baldur's Gate: Dark Alliance II,PS2,,FALSE,78,,,,,,,,,,,,,Baldur's Gate: Dark Alliance II
Baldur's Gate: Enhanced Edition,PC,,FALSE,78,,,,,,,,,,,,,Baldur's Gate: Enhanced Edition
Baldur's Gate: Enhanced Edition + Baldur's Gate II...,,2019,,7.5,,,,,,,,,,,,,Baldur's Gate: Enhanced Edition + Baldur's Gate II...
"Ballads of Reemus: When the Bed Bites, The",,2012,,7.5,,,,,,,,,,,,,The Ballads of Reemus: When the Bed Bites
Ballance,,2004,,7.5,,,,,,,,,,,,,Ballance
Ballistic,,1998,,7.7,,,,,,,,,,,,,Ballistic
Band Hero,Wii,,FALSE,79,,,,,,,,,,,,,Band Hero
Bangai-O,DREAMCAST,,FALSE,87,,,,,,,,,,,,,Bangai-O
Bangai-O HD: Missile Fury,X360,,FALSE,78,,,,,,,,,,,,,Bangai-O HD: Missile Fury
Bangai-O Spirits,DS,,FALSE,83,,,,,,,,,,,,,Bangai-O Spirits
Banishers: Ghosts of New Eden,,2024,,7.9,,,,,,,,,,,,,
Banjo-Kazooie,N64,,FALSE,92,,,,,,,,,,,,,Banjo-Kazooie
Banjo-Kazooie: Nuts & Bolts,X360,,FALSE,79,,,,,,,,,,,,,Banjo-Kazooie: Nuts & Bolts
Banjo-Tooie,N64,,FALSE,90,,,,,,,,,,,,,Banjo-Tooie
"Banner Saga 2, The",XBO,,FALSE,84,,,,,,,,,,,,,The Banner Saga 2
"Banner Saga 3, The",XBO,,FALSE,88,,,,,,,,,,,,,The Banner Saga 3
"Banner Saga, The",PC,,FALSE,80,,,,,,,,,,,,,The Banner Saga
"Bard's Tale, The",,2004,,7.5,,,,,,,,,,,,,The Bard's Tale
"Barkley, Shut Up and Jam: Gaiden - Chapter 1 of th...",,2008,,7.6,,,,,,,,,,,,,"Barkley, Shut Up and Jam: Gaiden - Chapter 1 of th..."
Bastion,SWITCH,,FALSE,90,,,,,,,,,,,,,Bastion
Batbarian: Testament of the Primordials,PC,,FALSE,82,,,,,,,,,,,,,Batbarian: Testament of the Primordials
Baten Kaitos I & II HD Remaster,SWITCH,,FALSE,79,,,,,,,,,,,,,Baten Kaitos I & II HD Remaster
Baten Kaitos: Eternal Wings and the Lost Ocean,GAMECUBE,,FALSE,80,,,,,,,,,,,,,Baten Kaitos: Eternal Wings and the Lost Ocean
Batman Returns,SNES,1993,FALSE,8.1,,,,,,,,,,,,,Batman Returns
Batman: Arkham Asylum,X360,,FALSE,92,,,,,,,,,,,,,Batman: Arkham Asylum
Batman: Arkham City,PS3,,FALSE,96,,,,,,,,,,,,,Batman: Arkham City
Batman: Arkham City - Armored Edition,Wii U,,FALSE,85,,,,,,,,,,,,,Batman: Arkham City - Armored Edition
Batman: Arkham Knight,PS4,,FALSE,87,,,,,,,,,,,,,Batman: Arkham Knight
Batman: Arkham Origins,,2013,,7.6,,,,,,,,,,,,,Batman: Arkham Origins
Batman: Arkham Shadow,,2024,,8.2,,,,,,,,,,,,,
Batman: Return to Arkham,,2016,,7.6,,,,,,,,,,,,,Batman: Return to Arkham
Batman: The Enemy Within - The Telltale Series,PC,,FALSE,79,,,,,,,,,,,,,Batman: The Enemy Within - The Telltale Series
Batman: The Telltale Series,,2016,,7.5,,,,,,,,,,,,,Batman: The Telltale Series
Batman: The Telltale Series - The Enemy Within: Ep...,,2017,,7.6,,,,,,,,,,,,,Batman: The Telltale Series - The Enemy Within: Ep...
Batman: The Video Game,NES,1989,,8,,,,,,,,,,,,,Batman: The Video Game
Battle Brothers,PC,,FALSE,80,,,,,,,,,,,,,Battle Brothers
Battle Chasers: Nightwar,XBO,,FALSE,84,,,,,,,,,,,,,Battle Chasers: Nightwar
Battle Chef Brigade,PS4,,FALSE,83,,,,,,,,,,,,,Battle Chef Brigade
Battle Realms,PC,,FALSE,82,,,,,,,,,,,,,Battle Realms
Battle-Girl,,1997,,7.5,,,,,,,,,,,,,Battle-Girl
BattleBlock Theater,X360,,FALSE,85,,,,,,,,,,,,,BattleBlock Theater
Battlefield 1,PS4,,FALSE,89,,,,,,,,,,,,,Battlefield 1
Battlefield 1942,PC,,FALSE,89,,,,,,,,,,,,,Battlefield 1942
Battlefield 1942: Secret Weapons of WWII,PC,,FALSE,79,,,,,,,,,,,,,Battlefield 1942: Secret Weapons of WWII
Battlefield 1942: The Road to Rome,PC,,FALSE,84,,,,,,,,,,,,,Battlefield 1942: The Road to Rome
Battlefield 1943,PS3,,FALSE,84,,,,,,,,,,,,,Battlefield 1943
Battlefield 2,PC,,FALSE,91,,,,,,,,,,,,,Battlefield 2
Battlefield 2: Modern Combat,PS2,,FALSE,80,,,,,,,,,,,,,Battlefield 2: Modern Combat
Battlefield 2142,PC,,FALSE,80,,,,,,,,,,,,,Battlefield 2142
Battlefield 3,PC,,FALSE,89,,,,,,,,,,,,,Battlefield 3
Battlefield 3: Armored Kill,PC,,FALSE,87,,,,,,,,,,,,,Battlefield 3: Armored Kill
Battlefield 3: Back to Karkand,PC,,FALSE,86,,,,,,,,,,,,,Battlefield 3: Back to Karkand
Battlefield 3: End Game,PC,,FALSE,78,,,,,,,,,,,,,Battlefield 3: End Game
Battlefield 4,PS4,,FALSE,85,,,,,,,,,,,,,Battlefield 4
Battlefield V,PC,,FALSE,81,,,,,,,,,,,,,Battlefield V
Battlefield Vietnam,PC,,FALSE,84,,,,,,,,,,,,,Battlefield Vietnam
Battlefield: Bad Company,PS3,,FALSE,84,,,,,,,,,,,,,Battlefield: Bad Company
Battlefield: Bad Company 2,X360,,FALSE,88,,,,,,,,,,,,,Battlefield: Bad Company 2
Battlefield: Bad Company 2 Vietnam,X360,,FALSE,88,,,,,,,,,,,,,Battlefield: Bad Company 2 Vietnam
Battlefleet Gothic: Armada II,,2019,,7.5,,,,,,,,,,,,,Battlefleet Gothic: Armada II
Battleground 3: Waterloo,,1996,,7.5,,,,,,,,,,,,,Battleground 3: Waterloo
Battlerite,PC,,FALSE,85,,,,,,,,,,,,,Battlerite
Battlestations: Midway,,2007,,7.5,,,,,,,,,,,,,Battlestations: Midway
Battlestations: Pacific,,2009,,7.5,,,,,,,,,,,,,Battlestations: Pacific
BattleTech,PC,,FALSE,78,,,,,,,,,,,,,BattleTech
Battletoads / Double Dragon,NES,1993,,7.8,,,,,,,,,,,,,Battletoads / Double Dragon
Battlezone 98 Redux,,2016,,7.6,,,,,,,,,,,,,Battlezone 98 Redux
Bayonetta,X360,,FALSE,90,,,,,,,,,,,,,Bayonetta
Bayonetta & Vanquish,PS4,,FALSE,85,,,,,,,,,,,,,Bayonetta & Vanquish
Bayonetta + Bayonetta 2,SWITCH,,FALSE,90,,,,,,,,,,,,,Bayonetta + Bayonetta 2
Bayonetta 2,SWITCH,,FALSE,92,,,,,,,,,,,,,Bayonetta 2
Bayonetta 3,SWITCH,,FALSE,86,,,,,,,,,,,,,Bayonetta 3
Bayonetta Origins: Cereza and the Lost Demon,SWITCH,,FALSE,81,,,,,,,,,,,,,Bayonetta Origins: Cereza and the Lost Demon
Beacon Pines,SWITCH,,FALSE,84,,,,,,,,,,,,,Beacon Pines
Bears in Space,,2024,,7.7,,,,,,,,,,,,,Bears in Space
Bears in Space,,2024,,7.7,,,,,,,,,,,,,
Beat Blades Haruka (NSFW),,2008,,7.6,,,,,,,,,,,,,Beat Blades Haruka (NSFW)
Beat Saber,PC,,FALSE,93,,,,,,,,,,,,,Beat Saber
Beaterator,PSP,,FALSE,80,,,,,,,,,,,,,Beaterator
"Beatles: Rock Band, The",X360,,FALSE,89,,,,,,,,,,,,,The Beatles: Rock Band
Before the Echo,,2011,,7.5,,,,,,,,,,,,,Before the Echo
Beholder 2,,2018,,7.7,,,,,,,,,,,,,Beholder 2
Bejeweled 2: Deluxe,,2004,,7.5,,,,,,,,,,,,,Bejeweled 2: Deluxe
Bejeweled 3,PC,,FALSE,82,,,,,,,,,,,,,Bejeweled 3
Bejeweled Twist,PC,,FALSE,78,,,,,,,,,,,,,Bejeweled Twist
Bejeweled: Twist,,2008,,7.6,,,,,,,,,,,,,Bejeweled: Twist
"Ben There, Dan That!",,2008,,7.6,,,,,,,,,,,,,"Ben There, Dan That!"
Berserk Boy,,2024,,7.5,,,,,,,,,,,,,Berserk Boy
Betrayal At Club Low,PC,,FALSE,83,,,,,,,,,,,,,Betrayal At Club Low
Between Horizons,,2024,,8,,,,,,,,,,,,,
Beyond Galaxyland,,2024,,8,,,,,,,,,,,,,
Beyond Good & Evil,PS2,,FALSE,86,,,,,,,,,,,,,Beyond Good & Evil
Beyond Good & Evil HD,X360,,FALSE,84,,,,,,,,,,,,,Beyond Good & Evil HD
Beyond Good & Evil: 20th Anniversary Edition,,2024,,7.7,,,,,,,,,,,,,
Beyond Oasis,GENESIS,1994,,8.2,,,,,,,,,,,,,Beyond Oasis
Big Bang Mini,DS,,FALSE,78,,,,,,,,,,,,,Big Bang Mini
Binary Domain,,2012,,7.7,,,,,,,,,,,,,Binary Domain
"Binding of Isaac, The",PC,,FALSE,84,,,,,,,,,,,,,The Binding of Isaac
"Binding of Isaac: Afterbirth, The",PC,,FALSE,85,,,,,,,,,,,,,The Binding of Isaac: Afterbirth
"Binding of Isaac: Afterbirth+, The",SWITCH,,FALSE,85,,,,,,,,,,,,,The Binding of Isaac: Afterbirth+
"Binding of Isaac: Rebirth, The",PS4,,FALSE,88,,,,,,,,,,,,,The Binding of Isaac: Rebirth
Bionic Commando: Rearmed,PS3,,FALSE,87,,,,,,,,,,,,,Bionic Commando: Rearmed
Bioscopia: Where Science Conquers Evil,,2001,,7.6,,,,,,,,,,,,,Bioscopia: Where Science Conquers Evil
BioShock,X360,,FALSE,96,,,,,,,,,,,,,BioShock
BioShock 2,X360,,FALSE,88,,,,,,,,,,,,,BioShock 2
BioShock 2: Minerva's Den,X360,,FALSE,82,,,,,,,,,,,,,BioShock 2: Minerva's Den
BioShock Infinite,PC,,FALSE,94,,,,,,,,,,,,,BioShock Infinite
BioShock: Remastered,,2016,,7.6,,,,,,,,,,,,,BioShock: Remastered
BioShock: The Collection,PS4,,FALSE,84,,,,,,,,,,,,,BioShock: The Collection
Birushana: Rising Flower of Genpei,SWITCH,,FALSE,79,,,,,,,,,,,,,Birushana: Rising Flower of Genpei
Bit.trip Beat,Wii,,FALSE,80,,,,,,,,,,,,,Bit.trip Beat
Bit.Trip Complete,Wii,,FALSE,84,,,,,,,,,,,,,Bit.Trip Complete
Bit.trip Core,Wii,,FALSE,80,,,,,,,,,,,,,Bit.trip Core
Bit.trip Flux,Wii,,FALSE,81,,,,,,,,,,,,,Bit.trip Flux
Bit.Trip Presents... Runner2: Future Legend of Rhythm Alien,X360,,FALSE,87,,,,,,,,,,,,,Bit.Trip Presents... Runner2: Future Legend of Rhythm Alien
Bit.Trip Runner,,2010,,7.5,,,,,,,,,,,,,Bit.Trip Runner
Bit.Trip Saga,,2011,,7.6,,,,,,,,,,,,,Bit.Trip Saga
Bit.Trip Void,Wii,,FALSE,79,,,,,,,,,,,,,Bit.Trip Void
Black,PS2,,FALSE,79,,,,,,,,,,,,,Black
Black & White,PC,,FALSE,90,,,,,,,,,,,,,Black & White
Black & White 2,,2005,,7.5,,,,,,,,,,,,,Black & White 2
Black Dawn,,1996,,7.7,,,,,,,,,,,,,Black Dawn
Black Desert Online: Land of the Morning Light Edition,PC,,FALSE,80,,,,,,,,,,,,,Black Desert Online: Land of the Morning Light Edition
Black Mesa,PC,,FALSE,84,,,,,,,,,,,,,Black Mesa
Black Mirror III: Final Fear,,2011,,7.7,,,,,,,,,,,,,Black Mirror III: Final Fear
Black Myth: Wukong,,2024,,8,,,,,,,,,,,,,
Blackguards 2,,2015,,7.5,,,,,,,,,,,,,Blackguards 2
Blacktail,XBSX,,FALSE,81,,,,,,,,,,,,,Blacktail
Blackthorne,SNES,1994,FALSE,8,,,,,,,,,,,,,Blackthorne
"Blackwell Epiphany, The",PC,,FALSE,83,,,,,,,,,,,,,The Blackwell Epiphany
"Blackwell Legacy, The",,2006,,7.5,,,,,,,,,,,,,The Blackwell Legacy
Blackwood Crossing,XBO,,FALSE,78,,,,,,,,,,,,,Blackwood Crossing
Blade of Darkness,,2001,,7.6,,,,,,,,,,,,,Blade of Darkness
Blasphemous,XBO,,TRUE,82,,,,,,,,,,,,,Blasphemous
Blasphemous 2,XBSX,,TRUE,85,,,,,,,,,,,,,Blasphemous 2
Blast Brigade vs. the Evil Legion of Dr. Cread,,2022,,7.7,,,,,,,,,,,,,Blast Brigade vs. the Evil Legion of Dr. Cread
Blast Corps,N64,,FALSE,90,,,,,,,,,,,,,Blast Corps
Blast Off,PSP,,FALSE,84,,,,,,,,,,,,,Blast Off
"Blast Works: Build, Trade, Destroy",Wii,,FALSE,78,,,,,,,,,,,,,"Blast Works: Build, Trade, Destroy"
Blaster Master,NES,1988,,7.9,,,,,,,,,,,,,Blaster Master
Blaster Master Zero,SWITCH,,FALSE,78,,,,,,,,,,,,,Blaster Master Zero
Blaster Master Zero II,SWITCH,,FALSE,85,,,,,,,,,,,,,Blaster Master Zero II
Blaster Master Zero III,SWITCH,,FALSE,80,,,,,,,,,,,,,Blaster Master Zero III
BlazBlue: Calamity Trigger,PS3,,FALSE,87,,,,,,,,,,,,,BlazBlue: Calamity Trigger
BlazBlue: Central Fiction - Special Edition,SWITCH,,FALSE,86,,,,,,,,,,,,,BlazBlue: Central Fiction - Special Edition
BlazBlue: Chrono Phantasma,PS3,,FALSE,83,,,,,,,,,,,,,BlazBlue: Chrono Phantasma
BlazBlue: Chrono Phantasma Extend,PC,,FALSE,85,,,,,,,,,,,,,BlazBlue: Chrono Phantasma Extend
BlazBlue: Continuum Shift,PS3,,FALSE,87,,,,,,,,,,,,,BlazBlue: Continuum Shift
BlazBlue: Continuum Shift Extend,PS Vita,,FALSE,83,,,,,,,,,,,,,BlazBlue: Continuum Shift Extend
BlazBlue: Cross Tag Battle,SWITCH,,FALSE,79,,,,,,,,,,,,,BlazBlue: Cross Tag Battle
BlazBlue: Entropy Effect,,2023,,7.7,,,,,,,,,,,,,BlazBlue: Entropy Effect
Blazing Beaks,SWITCH,,FALSE,80,,,,,,,,,,,,,Blazing Beaks
Blazing Chrome,XBO,,FALSE,82,,,,,,,,,,,,,Blazing Chrome
Blazing Dragons,,1996,,7.5,,,,,,,,,,,,,Blazing Dragons
Blazing Heroes,SATURN,1995,,7.9,,,,,,,,,,,,,Blazing Heroes
Bleach: Dark Souls,DS,,FALSE,82,,,,,,,,,,,,,Bleach: Dark Souls
Bleach: The Blade of Fate,DS,,FALSE,83,,,,,,,,,,,,,Bleach: The Blade of Fate
Bleak Sword DX,PC,,FALSE,78,,,,,,,,,,,,,Bleak Sword DX
Bleed 2,PC,,FALSE,83,,,,,,,,,,,,,Bleed 2
Blip & Blop: Balls of Steel,,2002,,7.6,,,,,,,,,,,,,Blip & Blop: Balls of Steel
Blitzkrieg,,2003,,7.6,,,,,,,,,,,,,Blitzkrieg
Blitzkrieg 2,,2005,,7.7,,,,,,,,,,,,,Blitzkrieg 2
Blizzard Arcade Collection,PC,,FALSE,79,,,,,,,,,,,,,Blizzard Arcade Collection
Blood,PC,,FALSE,82,,,,,,,,,,,,,Blood
Blood & Truth,PS4,,FALSE,80,,,,,,,,,,,,,Blood & Truth
Blood Omen: Legacy of Kain,,1996,,7.7,,,,,,,,,,,,,Blood Omen: Legacy of Kain
Blood West,PC,,FALSE,79,,,,,,,,,,,,,Blood West
Blood: Fresh Supply,,2019,,7.6,,,,,,,,,,,,,Blood: Fresh Supply
Bloodborne,PS4,,FALSE,92,,,,,,,,,,,,,Bloodborne
Bloodborne: The Old Hunters,PS4,,FALSE,87,,,,,,,,,,,,,Bloodborne: The Old Hunters
Bloodline Champions,PC,,FALSE,79,,,,,,,,,,,,,Bloodline Champions
Bloodroots,PS4,,FALSE,81,,,,,,,,,,,,,Bloodroots
Bloodstained: Curse of the Moon,SWITCH,,FALSE,82,,,,,,,,,,,,,Bloodstained: Curse of the Moon
Bloodstained: Curse of the Moon 2,SWITCH,,FALSE,82,,,,,,,,,,,,,Bloodstained: Curse of the Moon 2
Bloodstained: Ritual of the Night,XBO,,FALSE,84,,,,,,,,,,,,,Bloodstained: Ritual of the Night
Bloody Roar,,1997,,7.5,,,,,,,,,,,,,Bloody Roar
Bloody Roar II,,1998,,7.7,,,,,,,,,,,,,Bloody Roar II
Bloomtown: A Different Story,,2024,,7.7,,,,,,,,,,,,,
Blossom Tales: The Sleeping King,SWITCH,,FALSE,80,,,,,,,,,,,,,Blossom Tales: The Sleeping King
Blud,,2024,,7.6,,,,,,,,,,,,,Blud
Blud,,2024,,7.6,,,,,,,,,,,,,
Blue Dragon,X360,,FALSE,79,,,,,,,,,,,,,Blue Dragon
Blue Reflection: Second Light,SWITCH,,FALSE,78,,,,,,,,,,,,,Blue Reflection: Second Light
Blur,X360,,FALSE,82,,,,,,,,,,,,,Blur
Boarder Zone,,1999,,7.5,,,,,,,,,,,,,Boarder Zone
Boktai 2: Solar Boy Django,GBA,,FALSE,78,,,,,,,,,,,,,Boktai 2: Solar Boy Django
Boktai: The Sun is In Your Hand,GBA,,FALSE,83,,,,,,,,,,,,,Boktai: The Sun is In Your Hand
Bomb Rush Cyberfunk,SWITCH,,FALSE,78,,,,,,,,,,,,,Bomb Rush Cyberfunk
Bomberman Blast,Wii,,FALSE,86,,,,,,,,,,,,,Bomberman Blast
Bomberman Generation,GAMECUBE,,FALSE,81,,,,,,,,,,,,,Bomberman Generation
Bomberman Land Touch!,DS,,FALSE,78,,,,,,,,,,,,,Bomberman Land Touch!
Bomberman Live,X360,,FALSE,84,,,,,,,,,,,,,Bomberman Live
Bomberman Online,DREAMCAST,,FALSE,80,,,,,,,,,,,,,Bomberman Online
Bomberman Ultra,PS3,,FALSE,81,,,,,,,,,,,,,Bomberman Ultra
Bomberman: Party Edition,,1998,,7.7,,,,,,,,,,,,,Bomberman: Party Edition
"Book of Unwritten Tales 2, The",PC,,FALSE,80,,,,,,,,,,,,,The Book of Unwritten Tales 2
"Book of Unwritten Tales, The",PC,,FALSE,82,,,,,,,,,,,,,The Book of Unwritten Tales
"Bookwalker: Thief of Tales, The",PC,,FALSE,80,,,,,,,,,,,,,The Bookwalker: Thief of Tales
Boom Blox,Wii,,FALSE,85,,,,,,,,,,,,,Boom Blox
Boom Blox Bash Party,Wii,,FALSE,86,,,,,,,,,,,,,Boom Blox Bash Party
Boomerang X,PC,,FALSE,81,,,,,,,,,,,,,Boomerang X
Border Down,,2003,,7.5,,,,,,,,,,,,,Border Down
Borderlands,X360,,FALSE,84,,,,,,,,,,,,,Borderlands
Borderlands 2,PS3,,FALSE,91,,,,,,,,,,,,,Borderlands 2
Borderlands 2: Captain Scarlett and Her Pirate's Booty,X360,,FALSE,81,,,,,,,,,,,,,Borderlands 2: Captain Scarlett and Her Pirate's Booty
Borderlands 2: Mr. Torgue's Campaign of Carnage,X360,,FALSE,83,,,,,,,,,,,,,Borderlands 2: Mr. Torgue's Campaign of Carnage
